record,record_id,species_common_name,species_abbreviation,species_scientific_name,count,lat
5938,4133040,Black-bellied storm petrel,FRETRO,Fregetta tropica,3,-59.81666666666667
5939,4133041,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-59.78333333333333
5940,4133041,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,1,-59.78333333333333
5941,4133041,Black-bellied storm petrel,FRETRO,Fregetta tropica,2,-59.78333333333333
5942,4133042,White-headed petrel,PTELES,Pterodroma lessonii,1,-59.75
5943,4133042,Black-bellied storm petrel,FRETRO,Fregetta tropica,1,-59.75
5944,4133043,[NO BIRDS RECORDED],NA,NA,NA,-59.583333333333336
5945,4133044,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-59.5
5946,4133044,Grey-headed mollymawk,THACHR,Thalassarche chrysostoma,1,-59.5
5947,4133044,Grey-headed mollymawk,THACHR,Thalassarche chrysostoma,1,-59.5
5948,4133044,Sooty shearwater,PUFGRI,Puffinus griseus,1,-59.5
5949,4133045,[NO BIRDS RECORDED],NA,NA,NA,-59.43333333333333
5950,4133046,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-59.36666666666667
5951,4133046,Sooty shearwater,PUFGRI,Puffinus griseus,6,-59.36666666666667
5952,4133047,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,1,-59.266666666666666
5953,4133048,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,1,-59.083333333333336
5954,4133049,Sooty shearwater,PUFGRI,Puffinus griseus,9,-58.416666666666664
5955,4133050,White-headed petrel,PTELES,Pterodroma lessonii,1,-58.36666666666667
5956,4133050,Sooty shearwater,PUFGRI,Puffinus griseus,7,-58.36666666666667
5957,4133051,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-58.31666666666667
5958,4133051,Sooty shearwater,PUFGRI,Puffinus griseus,4,-58.31666666666667
5959,4133052,Sooty shearwater,PUFGRI,Puffinus griseus,500,-58.25
5960,4133052,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,10,-58.25
5961,4133052,Black-bellied storm petrel,FRETRO,Fregetta tropica,1,-58.25
5962,4133053,Sooty shearwater,PUFGRI,Puffinus griseus,18,-58
5963,4133053,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,2,-58
5964,4133054,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-57.36666666666667
5965,4133054,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-57.36666666666667
5966,4133054,Grey-headed mollymawk,THACHR,Thalassarche chrysostoma,1,-57.36666666666667
5967,4133054,White-headed petrel,PTELES,Pterodroma lessonii,1,-57.36666666666667
5968,4133054,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-57.36666666666667
5969,4133054,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,2,-57.36666666666667
5970,4133055,Northern giant petrel,MACHAL,Macronectes halli,1,-57.25
5971,4133055,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,6,-57.25
5972,4133056,White-headed petrel,PTELES,Pterodroma lessonii,1,-57.2
5973,4133056,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-57.2
5974,4133056,Sooty shearwater,PUFGRI,Puffinus griseus,13,-57.2
5975,4133057,White-headed petrel,PTELES,Pterodroma lessonii,2,-57.13333333333333
5976,4133057,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,6,-57.13333333333333
5977,4133058,Sooty shearwater,PUFGRI,Puffinus griseus,30,-57.1
5978,4133058,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,5,-57.1
5979,4133059,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-57.03333333333333
5980,4133059,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,4,-57.03333333333333
5981,4133060,Northern giant petrel,MACHAL,Macronectes halli,1,-56.96666666666667
5982,4133060,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-56.96666666666667
5983,4133060,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,1,-56.96666666666667
5984,4133060,Black-bellied storm petrel,FRETRO,Fregetta tropica,1,-56.96666666666667
5985,4133061,[NO BIRDS RECORDED],NA,NA,NA,-56.516666666666666
5986,4133062,White-headed petrel,PTELES,Pterodroma lessonii,1,-56.46666666666667
5987,4133062,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-56.46666666666667
5988,4133062,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,1,-56.46666666666667
5989,4133063,White-headed petrel,PTELES,Pterodroma lessonii,2,-56.43333333333333
5990,4133064,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-56.4
5991,4133064,Sooty shearwater,PUFGRI,Puffinus griseus,1,-56.4
5992,4133065,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-56.25
5993,4133065,Grey-headed mollymawk,THACHR,Thalassarche chrysostoma,1,-56.25
5994,4133065,Mottled petrel,PTEINE,Pterodroma inexpectata,2,-56.25
5995,4133065,Prion ,PACSP,Pachyptila sp,4,-56.25
5996,4133066,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,1,-56.25
5997,4133066,Prion ,PACSP,Pachyptila sp,3,-56.25
5998,4133066,Sooty shearwater,PUFGRI,Puffinus griseus,2,-56.25
5999,4133066,Black-bellied storm petrel,FRETRO,Fregetta tropica,2,-56.25
6000,4133067,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-56.21666666666667
6001,4133067,Grey-headed mollymawk,THACHR,Thalassarche chrysostoma,1,-56.21666666666667
6002,4133067,Prion ,PACSP,Pachyptila sp,1,-56.21666666666667
6003,4133067,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-56.21666666666667
6004,4133067,Black-bellied storm petrel,FRETRO,Fregetta tropica,2,-56.21666666666667
6005,4133068,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,1,-56.18333333333333
6006,4133068,White-headed petrel,PTELES,Pterodroma lessonii,1,-56.18333333333333
6007,4133068,Prion ,PACSP,Pachyptila sp,1,-56.18333333333333
6008,4133068,Black / White-bellied storm-petrel,FREGRATRO,Fregetta grallaria / tropica,1,-56.18333333333333
6009,4133069,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-56.1
6010,4133069,Northern giant petrel,MACHAL,Macronectes halli,1,-56.1
6011,4133069,White-headed petrel,PTELES,Pterodroma lessonii,1,-56.1
6012,4133069,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-56.1
6013,4133069,Prion ,PACSP,Pachyptila sp,2,-56.1
6014,4133069,White-bellied storm petrel,FREGRA,Fregetta grallaria,2,-56.1
6015,4133070,[NO BIRDS RECORDED],NA,NA,NA,NA
6016,4133071,Subantarctic skua,CATANT,Catharacta antarctica,1,NA
6017,4133072,Northern giant petrel,MACHAL,Macronectes halli,1,NA
6018,4133072,Subantarctic skua,CATANT,Catharacta antarctica,1,NA
6019,4133073,Northern giant petrel,MACHAL,Macronectes halli,1,NA
6020,4133073,Prion ,PACSP,Pachyptila sp,2,NA
6021,4133074,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,NA
6022,4133074,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,NA
6023,4133074,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,1,NA
6024,4133074,Northern giant petrel,MACHAL,Macronectes halli,1,NA
6025,4133074,Prion ,PACSP,Pachyptila sp,1,NA
6026,4133074,Subantarctic skua,CATANT,Catharacta antarctica,2,NA
6027,4133075,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,NA
6028,4133075,Southern giant petrel,MACGIG,Macronectes giganteus,1,NA
6029,4133075,Prion ,PACSP,Pachyptila sp,1,NA
6030,4133075,Subantarctic skua,CATANT,Catharacta antarctica,1,NA
6031,4133076,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-52.71666666666667
6032,4133076,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-52.71666666666667
6033,4133076,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-52.71666666666667
6034,4133076,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-52.71666666666667
6035,4133076,Sooty shearwater,PUFGRI,Puffinus griseus,1,-52.71666666666667
6036,4133077,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-52.35
6037,4133077,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-52.35
6038,4133077,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-52.35
6039,4133077,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-52.35
6040,4133077,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-52.35
6041,4133078,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-52.2
6042,4133078,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-52.2
6043,4133078,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-52.2
6044,4133078,Shy / White-capped mollymawk,THACAUCAUSTE,Thallassarche cauta cauta / steadi,1,-52.2
6045,4133078,Northern giant petrel,MACHAL,Macronectes halli,1,-52.2
6046,4133078,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-52.2
6047,4133078,Sooty shearwater,PUFGRI,Puffinus griseus,3,-52.2
6048,4133079,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-51.46666666666667
6049,4133079,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-51.46666666666667
6050,4133079,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-51.46666666666667
6051,4133079,Black / White-bellied storm-petrel,FREGRATRO,Fregetta grallaria / tropica,2,-51.46666666666667
6052,4133080,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-51
6053,4133080,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-51
6054,4133080,White-headed petrel,PTELES,Pterodroma lessonii,1,-51
6055,4133080,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-51
6056,4133080,Black / White-bellied storm-petrel,FREGRATRO,Fregetta grallaria / tropica,1,-51
6057,4133081,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-51.35
6058,4133081,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-51.35
6059,4133081,White-headed petrel,PTELES,Pterodroma lessonii,1,-51.35
6060,4133081,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-51.35
6061,4133082,Prion ,PACSP,Pachyptila sp,1,-49.3
6062,4133082,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-49.3
6063,4133083,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-49.266666666666666
6064,4133083,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,2,-49.266666666666666
6065,4133084,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-49.233333333333334
6066,4133084,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-49.233333333333334
6067,4133084,Shy / White-capped mollymawk,THACAUCAUSTE,Thallassarche cauta cauta / steadi,2,-49.233333333333334
6068,4133084,White-headed petrel,PTELES,Pterodroma lessonii,1,-49.233333333333334
6069,4133084,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-49.233333333333334
6070,4133085,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-48.86666666666667
6071,4133085,Shy / White-capped mollymawk,THACAUCAUSTE,Thallassarche cauta cauta / steadi,1,-48.86666666666667
6072,4133085,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,1,-48.86666666666667
6073,4133086,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-48.81666666666667
6074,4133086,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-48.81666666666667
6075,4133086,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-48.81666666666667
6076,4133086,Black-winged petrel,PTENIG,Pterodroma nigripennis,1,-48.81666666666667
6077,4133087,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-48.516666666666666
6078,4133087,White-headed petrel,PTELES,Pterodroma lessonii,1,-48.516666666666666
6079,4133087,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,3,-48.516666666666666
6080,4133088,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-48.31666666666667
6081,4133088,Shy / White-capped mollymawk,THACAUCAUSTE,Thallassarche cauta cauta / steadi,1,-48.31666666666667
6082,4133088,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,2,-48.31666666666667
6083,4133088,Black-winged petrel,PTENIG,Pterodroma nigripennis,1,-48.31666666666667
6084,4133089,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-48.233333333333334
6085,4133089,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-48.233333333333334
6086,4133089,Buller's mollymawk,THABUL,Thalassarche bulleri,1,-48.233333333333334
6087,4133089,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-48.233333333333334
6088,4133089,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,3,-48.233333333333334
6089,4133090,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-48.1
6090,4133090,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-48.1
6091,4133090,Shy / White-capped mollymawk,THACAUCAUSTE,Thallassarche cauta cauta / steadi,1,-48.1
6092,4133090,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,2,-48.1
6093,4133090,All dark shearwater ,PUFSPDRK,NA,1,-48.1
6094,4133090,Black / White-bellied storm-petrel,FREGRATRO,Fregetta grallaria / tropica,2,-48.1
6095,4133091,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-47.983333333333334
6096,4133091,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,2,-47.983333333333334
6097,4133091,White-bellied storm petrel,FREGRA,Fregetta grallaria,4,-47.983333333333334
6098,4133092,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-46.45
6099,4133092,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-46.45
6100,4133092,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,3,-46.45
6101,4133092,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,1,-46.45
6102,4133093,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-46.1
6103,4133093,Prion ,PACSP,Pachyptila sp,1,-46.1
6104,4133093,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-46.1
6105,4133093,Sooty shearwater,PUFGRI,Puffinus griseus,4,-46.1
6106,4133094,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-46.05
6107,4133094,Shy / White-capped mollymawk,THACAUCAUSTE,Thallassarche cauta cauta / steadi,2,-46.05
6108,4133094,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-46.05
6109,4133094,White-bellied storm petrel,FREGRA,Fregetta grallaria,4,-46.05
6110,4133094,Black-winged petrel,PTENIG,Pterodroma nigripennis,1,-46.05
6111,4133095,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-46.03333333333333
6112,4133095,Shy / White-capped mollymawk,THACAUCAUSTE,Thallassarche cauta cauta / steadi,2,-46.03333333333333
6113,4133095,Prion ,PACSP,Pachyptila sp,1,-46.03333333333333
6114,4133096,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-45.6
6115,4133096,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-45.6
6116,4133096,Shy / White-capped mollymawk,THACAUCAUSTE,Thallassarche cauta cauta / steadi,1,-45.6
6117,4133096,Prion ,PACSP,Pachyptila sp,1,-45.6
6118,4133096,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,2,-45.6
6119,4133096,White-bellied storm petrel,FREGRA,Fregetta grallaria,1,-45.6
6120,4133097,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-45.46666666666667
6121,4133097,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-45.46666666666667
6122,4133097,White-headed petrel,PTELES,Pterodroma lessonii,1,-45.46666666666667
6123,4133097,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,3,-45.46666666666667
6124,4133097,All dark shearwater ,PUFSPDRK,NA,1,-45.46666666666667
6125,4133098,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44.31666666666667
6126,4133098,Campbell black-browed mollymawk,THAIMP,Thalassarche impavida,1,-44.31666666666667
6127,4133098,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-44.31666666666667
6128,4133098,Little shearwater,PUFASS,Puffinus assimilis,1,-44.31666666666667
6129,4133099,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-44.18333333333333
6130,4133099,Black-browed mollymawk,THAMEL,Thalassarche melanophris,2,-44.18333333333333
6131,4133099,Mollymawk ,THASP,Thallassarche sp,2,-44.18333333333333
6132,4133099,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,2,-44.18333333333333
6133,4133099,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,2,-44.18333333333333
6134,4133099,Little shearwater,PUFASS,Puffinus assimilis,1,-44.18333333333333
6135,4133100,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44.05
6136,4133100,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-44.05
6137,4133100,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-44.05
6138,4133100,Shy / White-capped mollymawk,THACAUCAUSTE,Thallassarche cauta cauta / steadi,1,-44.05
6139,4133100,Northern giant petrel,MACHAL,Macronectes halli,1,-44.05
6140,4133100,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,2,-44.05
6141,4133101,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-43.916666666666664
6142,4133101,Shy / White-capped mollymawk,THACAUCAUSTE,Thallassarche cauta cauta / steadi,1,-43.916666666666664
6143,4133101,Northern giant petrel,MACHAL,Macronectes halli,1,-43.916666666666664
6144,4133102,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-43.7
6145,4133103,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-43.56666666666667
6146,4133103,Great-winged / Grey-faced petrel,PTEMACMACGOU,Pterodroma macroptera macroptera / gouldi,3,-43.56666666666667
6147,4133103,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,2,-43.56666666666667
6148,4133103,Sooty shearwater,PUFGRI,Puffinus griseus,1,-43.56666666666667
6149,4133104,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-43.416666666666664
6150,4133104,Great-winged / Grey-faced petrel,PTEMACMACGOU,Pterodroma macroptera macroptera / gouldi,3,-43.416666666666664
6151,4133104,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,2,-43.416666666666664
6152,4133104,Sooty shearwater,PUFGRI,Puffinus griseus,1,-43.416666666666664
6153,4133105,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-41.583333333333336
6154,4133105,Shy / White-capped mollymawk,THACAUCAUSTE,Thallassarche cauta cauta / steadi,2,-41.583333333333336
6155,4133105,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,99999,-41.583333333333336
6156,4133106,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-41.833333333333336
6157,4133106,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,99999,-41.833333333333336
6158,4133107,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,18,-39.38333333333333
6159,4133108,Campbell black-browed mollymawk,THAIMP,Thalassarche impavida,1,-39.28333333333333
6160,4133108,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-39.28333333333333
6161,4133108,Shy / White-capped mollymawk,THACAUCAUSTE,Thallassarche cauta cauta / steadi,2,-39.28333333333333
6162,4133108,Yellow-nosed mollymawk sensu lato,THACARCHL,Thalassarche carteri / chlororhynchos,2,-39.28333333333333
6163,4133108,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,NA,-39.28333333333333
6164,4135001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-42
6165,4135001,All dark shearwater ,PUFSPDRK,NA,19,-42
6166,4135002,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,2,-42
6167,4135002,Prion ,PACSP,Pachyptila sp,1,-42
6168,4135003,[NO BIRDS RECORDED],NA,NA,NA,-42
6169,4135004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-43
6170,4135004,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,2,-43
6171,4135005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-45
6172,4135005,Northern giant petrel,MACHAL,Macronectes halli,1,-45
6173,4135005,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,3,-45
6174,4135005,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,2,-45
6175,4135006,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,1,-45
6176,4135006,Shearwater ,PUFSP,Puffinus sp.,2,-45
6177,4135007,Prion ,PACSP,Pachyptila sp,3,-46
6178,4135007,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,2,-46
6179,4135008,White-headed petrel,PTELES,Pterodroma lessonii,1,-46
6180,4135008,Soft-plumaged petrel,PTEMOL,Pterodroma mollis,1,-46
